37,"12,216","13,278","19,575","12,463","13,397","20,328"
38,"12,540","13,630","20,094","12,792","13,752","20,867"
39,"12,712","13,816","20,370","12,967","13,940","21,153"
40,"12,884","14,002","20,645","13,141","14,128","21,439"
41,"13,054","14,191","20,918","13,319","14,318","21,723"
42,"13,226","14,377","21,194","13,493","14,506","22,009"
43,"13,398","14,564","21,470","13,668","14,694","22,295"
44,"13,815","15,015","22,137","14,092","15,150","22,989"
45,"14,232","15,470","22,805","14,519","15,608","23,682"
46,"14,651","15,921","23,473","14,943","16,064","24,375"
47,"15,068","16,375","24,137","15,369","16,522","25,066"
48,"15,484","16,827","24,808","15,794","16,977","25,762"
49,"16,360","17,777","26,211","16,687","17,936","27,219"
50,"17,233","18,727","27,611","17,578","18,895","28,673"
51,"18,109","19,680","29,014","18,471","19,856","30,129"
52,"18,982","20,630","30,416","19,362","20,814","31,586"
53,"19,858","21,580","31,817","20,255","21,773","33,040"
54,"20,971","22,791","33,600","21,390","22,995","34,893"
55,"22,084","24,000","35,384","22,525","24,214","36,745"
56,"23,196","25,211","37,168","23,660","25,436","38,598"
57,"24,309","26,419","38,952","24,796","26,655","40,451"
58,"25,422","27,630","40,736","25,931","27,877","42,303"
59,"26,946","29,286","43,180","27,485","29,547","44,841"
60,"28,471","30,944","45,623","29,042","31,220","47,378"
61,"29,995","32,600","48,064","30,597","32,891","49,913"
62,"31,520","34,258","50,508","32,154","34,563","52,450"
63,"33,044","35,913","52,951","33,708","36,234","54,988"
64,"35,340","38,410","56,627","36,048","38,753","58,805"
65,"37,635","40,904","60,308","38,391","41,269","62,628"
66,"39,933","43,400","63,984","40,732","43,788","66,445"
67,"42,229","45,894","67,666","43,074","46,304","70,268"
68,"44,524","48,390","71,345","45,415","48,823","74,089"
69,"45,188","49,112","72,407","46,091","49,551","75,192"
70,"45,851","49,834","73,469","46,770","50,279","76,295"
