35,"3,996","4,738","6,591","4,075","4,881","6,789"
36,"4,054","4,805","6,687","4,136","4,949","6,887"
37,"4,111","4,874","6,780","4,194","5,020","6,984"
38,"4,167","4,940","6,874","4,252","5,088","7,080"
39,"4,267","5,057","7,036","4,352","5,208","7,247"
40,"4,364","5,175","7,200","4,454","5,330","7,416"
41,"4,464","5,292","7,362","4,553","5,450","7,583"
42,"4,562","5,410","7,527","4,655","5,572","7,753"
43,"4,662","5,527","7,689","4,755","5,692","7,920"
44,"4,799","5,689","7,916","4,897","5,859","8,153"
45,"4,938","5,853","8,144","5,036","6,029","8,389"
46,"5,075","6,015","8,371","5,177","6,196","8,622"
47,"5,213","6,179","8,600","5,317","6,365","8,858"
48,"5,350","6,342","8,826","5,458","6,532","9,091"
49,"5,639","6,683","9,300","5,751","6,883","9,579"
50,"5,926","7,024","9,774","6,044","7,234","10,068"
51,"6,215","7,367","10,250","6,339","7,588","10,558"
52,"6,500","7,708","10,725","6,631","7,939","11,046"
53,"6,789","8,049","11,199","6,926","8,290","11,535"
54,"7,177","8,510","11,841","7,323","8,765","12,196"
55,"7,566","8,972","12,484","7,720","9,241","12,858"
56,"7,959","9,435","13,126","8,115","9,718","13,520"
57,"8,348","9,897","13,768","8,512","10,194","14,182"
58,"8,737","10,359","14,411","8,909","10,669","14,843"
59,"9,731","11,537","16,051","9,924","11,884","16,533"
60,"10,725","12,716","17,692","10,939","13,098","18,223"
61,"11,723","13,897","19,332","11,955","14,314","19,912"
62,"12,716","15,076","20,973","12,970","15,529","21,602"
63,"13,710","16,255","22,613","13,985","16,743","23,292"
64,"14,771","17,513","24,364","15,068","18,038","25,095"
65,"15,833","18,771","26,115","16,151","19,334","26,898"
66,"17,417","20,029","27,865","17,765","20,630","28,701"
67,"18,511","21,287","29,616","18,881","21,925","30,505"
68,"19,605","22,545","31,367","19,998","23,221","32,308"
69,"20,409","23,470","32,656","20,819","24,174","33,636"
70,"21,216","24,397","33,945","21,640","25,129","34,963"
