81,"47,388","54,495","74,000","48,337","56,130","75,820"
82,"49,593","57,031","77,444","50,586","58,742","79,349"
83,"51,797","59,567","80,885","52,834","61,354","82,874"
84,"54,606","62,796","85,272","55,698","64,680","87,369"
85,"57,413","66,026","89,656","58,561","68,007","91,861"
86,"60,222","69,255","94,043","61,427","71,333","96,355"
87,"63,029","72,485","98,427","64,290","74,660","100,847"
88,"65,838","75,715","102,813","67,154","77,986","105,341"
89,"69,425","79,839","108,413","70,810","82,234","111,079"
90,"73,009","83,961","114,013","74,469","86,480","116,817"
91,"76,596","88,086","119,610","78,126","90,728","122,551"
92,"80,180","92,208","125,210","81,785","94,974","128,289"
93,"83,767","96,333","130,810","85,442","99,222","134,026"
94,"88,341","101,592","137,951","90,106","104,639","141,343"
95,"92,915","106,853","145,095","94,773","110,058","148,663"
96,"97,487","112,112","152,236","99,438","115,475","155,980"
97,"102,062","117,373","159,380","104,105","120,894","163,299"
98,"106,636","122,632","166,521","108,769","126,311","170,616"
99,"111,210","127,891","173,662","113,434","131,728","177,933"
100,"115,784","133,152","180,806","118,101","137,147","185,252"
