37,"18,257","21,123","29,757","18,623","21,756","30,245"
38,"19,062","22,054","31,069","19,445","22,716","31,578"
39,"19,723","22,819","32,147","20,118","23,504","32,674"
40,"20,384","23,584","33,222","20,794","24,292","33,767"
41,"21,048","24,347","34,300","21,468","25,078","34,863"
42,"21,709","25,113","35,376","22,143","25,866","35,956"
43,"22,370","25,878","36,454","22,817","26,654","37,051"
44,"22,869","26,456","37,268","23,327","27,249","37,879"
45,"23,368","27,032","38,080","23,836","27,843","38,704"
46,"23,867","27,610","38,894","24,343","28,438","39,532"
47,"24,366","28,186","39,706","24,853","29,031","40,357"
48,"24,865","28,764","40,520","25,362","29,627","41,184"
49,"25,632","29,651","41,771","26,146","30,541","42,455"
50,"26,400","30,539","43,021","26,928","31,455","43,726"
51,"27,167","31,429","44,274","27,712","32,372","45,000"
52,"27,934","32,317","45,525","28,493","33,287","46,271"
53,"28,701","33,205","46,775","29,277","34,201","47,542"
54,"30,032","34,743","48,944","30,635","35,786","49,747"
55,"31,363","36,284","51,113","31,993","37,373","51,951"
56,"32,695","37,823","53,282","33,348","38,957","54,155"
57,"34,026","39,363","55,451","34,706","40,544","56,360"
58,"35,357","40,902","57,619","36,064","42,129","58,564"
59,"38,004","43,963","61,932","38,763","45,281","62,947"
60,"40,648","47,023","66,244","41,461","48,434","67,330"
61,"43,295","50,086","70,554","44,160","51,588","71,710"
62,"45,940","53,146","74,866","46,859","54,741","76,093"
63,"48,587","56,207","79,178","49,558","57,893","80,476"
64,"51,803","59,929","84,421","52,839","61,727","85,805"
65,"55,020","63,648","89,662","56,120","65,558","91,132"
66,"58,236","67,370","94,905","59,401","69,391","96,461"
67,"61,453","71,090","100,146","62,682","73,223","101,788"
68,"64,669","74,812","105,389","65,963","77,056","107,117"
69,"65,281","75,521","106,386","66,586","77,786","108,130"
70,"65,894","76,230","107,385","67,212","78,517","109,146"
